datetime,sensor_id,power_avg_kw,meter_name
2026-08-01 20:45:00,12,0.676685556,parking_phase1_pv
2026-08-01 20:30:00,12,0.674662222,parking_phase1_pv
2026-08-01 20:15:00,12,0.659765556,parking_phase1_pv
2026-08-01 20:00:00,12,0.660011111,parking_phase1_pv
2026-08-01 19:45:00,12,0.659238889,parking_phase1_pv
2026-08-01 19:30:00,12,0.651687778,parking_phase1_pv
2026-08-01 19:15:00,12,0.654744444,parking_phase1_pv
2026-08-01 19:00:00,12,0.645565556,parking_phase1_pv
2026-08-01 18:45:00,12,0.633497778,parking_phase1_pv
2026-08-01 18:30:00,12,0.588373333,parking_phase1_pv
2026-08-01 18:15:00,12,0.58194,parking_phase1_pv
2026-08-01 18:00:00,12,0.568698889,parking_phase1_pv
2026-08-01 17:45:00,12,0.549155556,parking_phase1_pv
2026-08-01 17:30:00,12,0.558951111,parking_phase1_pv
2026-08-01 17:15:00,12,0.550484444,parking_phase1_pv
2026-08-01 17:00:00,12,0.536323333,parking_phase1_pv
2026-08-01 16:45:00,12,0.520804444,parking_phase1_pv
2026-08-01 16:30:00,12,0.514743333,parking_phase1_pv
2026-08-01 16:15:00,12,0.362518889,parking_phase1_pv
2026-08-01 16:00:00,12,1.05811,parking_phase1_pv
2026-08-01 15:45:00,12,23.310348889,parking_phase1_pv
2026-08-01 15:30:00,12,89.553866667,parking_phase1_pv
2026-08-01 15:15:00,12,176.326577778,parking_phase1_pv
2026-08-01 15:00:00,12,183.36736,parking_phase1_pv
2026-08-01 14:45:00,12,159.560586667,parking_phase1_pv
2026-08-01 14:30:00,12,88.081351111,parking_phase1_pv
2026-08-01 14:15:00,12,150.726666667,parking_phase1_pv
2026-08-01 14:00:00,12,208.795057778,parking_phase1_pv
2026-08-01 13:45:00,12,386.083591111,parking_phase1_pv
2026-08-01 13:30:00,12,477.989831111,parking_phase1_pv
2026-08-01 13:15:00,12,498.786702222,parking_phase1_pv
2026-08-01 13:00:00,12,658.582044444,parking_phase1_pv
2026-08-01 12:45:00,12,626.092871111,parking_phase1_pv
2026-08-01 12:30:00,12,501.992675556,parking_phase1_pv
2026-08-01 12:15:00,12,693.880462222,parking_phase1_pv
2026-08-01 12:00:00,12,547.888213333,parking_phase1_pv
2026-08-01 11:45:00,12,442.971733333,parking_phase1_pv
2026-08-01 11:30:00,12,598.377742222,parking_phase1_pv
2026-08-01 11:15:00,12,699.673457778,parking_phase1_pv
2026-08-01 11:00:00,12,594.64192,parking_phase1_pv
2026-08-01 10:45:00,12,916.557866667,parking_phase1_pv
2026-08-01 10:30:00,12,944.033777778,parking_phase1_pv
2026-08-01 10:15:00,12,626.279182222,parking_phase1_pv
2026-08-01 10:00:00,12,1051.092053333,parking_phase1_pv
2026-08-01 09:45:00,12,1093.298631111,parking_phase1_pv
2026-08-01 09:30:00,12,994.459306667,parking_phase1_pv
2026-08-01 09:15:00,12,784.585244444,parking_phase1_pv
2026-08-01 09:00:00,12,630.323484444,parking_phase1_pv
2026-08-01 08:45:00,12,649.93984,parking_phase1_pv
2026-08-01 08:30:00,12,785.708444444,parking_phase1_pv
2026-08-01 08:15:00,12,654.672995556,parking_phase1_pv
2026-08-01 08:00:00,12,544.671111111,parking_phase1_pv
2026-08-01 07:45:00,12,855.495111111,parking_phase1_pv
2026-08-01 07:30:00,12,616.907022222,parking_phase1_pv
2026-08-01 07:15:00,12,667.81888,parking_phase1_pv
2026-08-01 07:00:00,12,735.711715556,parking_phase1_pv
2026-08-01 06:45:00,12,965.629155556,parking_phase1_pv
2026-08-01 06:30:00,12,437.228906667,parking_phase1_pv
2026-08-01 06:15:00,12,440.194346667,parking_phase1_pv
2026-08-01 06:00:00,12,650.755697778,parking_phase1_pv
2026-08-01 05:45:00,12,756.130702222,parking_phase1_pv
2026-08-01 05:30:00,12,420.822293333,parking_phase1_pv
2026-08-01 05:15:00,12,481.466631111,parking_phase1_pv
2026-08-01 05:00:00,12,346.357368889,parking_phase1_pv
2026-08-01 04:45:00,12,272.905262222,parking_phase1_pv
2026-08-01 04:30:00,12,225.310986667,parking_phase1_pv
2026-08-01 04:15:00,12,146.953635556,parking_phase1_pv
2026-08-01 04:00:00,12,120.839857778,parking_phase1_pv
2026-08-01 03:45:00,12,67.907915556,parking_phase1_pv
2026-08-01 03:30:00,12,37.835413333,parking_phase1_pv
2026-08-01 03:15:00,12,14.087542222,parking_phase1_pv
2026-08-01 03:00:00,12,0.657566667,parking_phase1_pv
2026-08-01 02:45:00,12,0.608337778,parking_phase1_pv
2026-08-01 02:30:00,12,0.641146667,parking_phase1_pv
2026-08-01 02:15:00,12,0.645942222,parking_phase1_pv
2026-08-01 02:00:00,12,0.650974444,parking_phase1_pv
2026-08-01 01:45:00,12,0.651985556,parking_phase1_pv
2026-08-01 01:30:00,12,0.650944444,parking_phase1_pv
2026-08-01 01:15:00,12,0.649624444,parking_phase1_pv
2026-08-01 01:00:00,12,0.630803333,parking_phase1_pv
2026-08-01 00:45:00,12,0.625503333,parking_phase1_pv
2026-08-01 00:30:00,12,0.643982222,parking_phase1_pv
2026-08-01 00:15:00,12,0.647561111,parking_phase1_pv
2026-08-01 00:00:00,12,0.638892222,parking_phase1_pv
2026-07-31 23:45:00,12,0.57439,parking_phase1_pv
2026-07-31 23:30:00,12,0.564418889,parking_phase1_pv
2026-07-31 23:15:00,12,0.570823333,parking_phase1_pv
2026-07-31 23:00:00,12,0.572506667,parking_phase1_pv
2026-07-31 22:45:00,12,0.571868889,parking_phase1_pv
2026-07-31 22:30:00,12,0.555153333,parking_phase1_pv
2026-07-31 22:15:00,12,0.530494444,parking_phase1_pv
2026-07-31 22:00:00,12,0.531298889,parking_phase1_pv
2026-07-31 21:45:00,12,0.524598889,parking_phase1_pv
2026-07-31 21:30:00,12,0.529008889,parking_phase1_pv
2026-07-31 21:15:00,12,0.532321111,parking_phase1_pv
2026-07-31 21:00:00,12,0.528588889,parking_phase1_pv
2026-07-31 20:45:00,12,0.523994444,parking_phase1_pv
2026-07-31 20:30:00,12,0.537182222,parking_phase1_pv
2026-07-31 20:15:00,12,0.543445556,parking_phase1_pv
2026-07-31 20:00:00,12,0.549103333,parking_phase1_pv
2026-07-31 19:45:00,12,0.554724444,parking_phase1_pv
2026-07-31 19:30:00,12,0.54522,parking_phase1_pv
2026-07-31 19:15:00,12,0.526605556,parking_phase1_pv
2026-07-31 19:00:00,12,0.523187778,parking_phase1_pv
2026-07-31 18:45:00,12,0.516116667,parking_phase1_pv
2026-07-31 18:30:00,12,0.510005556,parking_phase1_pv
2026-07-31 18:15:00,12,0.514605556,parking_phase1_pv
2026-07-31 18:00:00,12,0.514674444,parking_phase1_pv
2026-07-31 17:45:00,12,0.513367778,parking_phase1_pv
2026-07-31 17:30:00,12,0.511987778,parking_phase1_pv
2026-07-31 17:15:00,12,0.506964444,parking_phase1_pv
2026-07-31 17:00:00,12,0.504178889,parking_phase1_pv
2026-07-31 16:45:00,12,0.500516667,parking_phase1_pv
2026-07-31 16:30:00,12,0.491418889,parking_phase1_pv
2026-07-31 16:15:00,12,0.382787778,parking_phase1_pv
2026-07-31 16:00:00,12,-0.020895556,parking_phase1_pv
2026-07-31 15:45:00,12,5.393818889,parking_phase1_pv
2026-07-31 15:30:00,12,29.098782222,parking_phase1_pv
